Mn_i_minus,muii
6097.012019885518,0.0007459343285726549
5507.270360718588,0.5669849511478846
5605.812911941061,0.009846738873614563
6544.0887174938725,6.026889128682513e-05
189755.6811605424,6.0252157362038586e-05
22347.015352261602,1.9517224641449478e-05
213861.0382328965,0.21423021757741054
1570.7189115229671,0.01012919795684573
29021.08071101898,0.034702669886504105
1261.3650708849832,1.2674255898937212e-05
1541.5570805971456,0.7072114131472232
2616.592627260411,0.00011526449540315616
39560.525038716354,8.111941985431925e-05
17111.449811008817,8.260808399079597e-05
11016.153499747148,0.0003320559103751957
1162.7067408760201,0.0014445251022763058
98032.26986580422,0.0002858549394196191
47918.64736300182,4.982752357076445e-05
1434.7414252424028,0.0006789053271698484
18045.95862173666,0.0019069966103000436
6032.167228544543,0.08431013932082465
155762.49494822818,9.962513222055107e-05
5882.882677586589,0.009163741808778781
91732.62142282075,1.7070728830306627e-05
3929.0983357460796,0.010907475835157686
49658.176036859906,7.122305833333864e-05
24648.895298620348,2.114744796061568e-05
66923.98883561892,0.6732248920775338
11181.990430629234,0.11015056790269616
2199.3145868038373,0.00033347927286375825
2842.7619000616955,3.078651783619619e-05
4741.882516847501,0.026373339933815243
5661.08901804228,0.0015876781526923999
48269.00703700321,0.002991469302130215
37168.3031058856,1.4857392806279237e-05
2209.564153606425,0.352048104552604
147381.4787259819,0.020540519425388464
1595.8978355011382,0.00036187233309596233
132893.97495806514,0.003984190594434687
42718.36793601561,0.005414413211338523
1758.6363164254929,8.399864445957492e-05
23708.382459471344,0.7045683638454505
28450.43174776693,0.07510418138777541
3142.8497591337364,0.49830438374949093
101640.55129585425,0.4067908494359541
24371.748227955835,2.7698899227562788e-05
17190.821257918808,9.548041810464163e-05
89726.43266447737,1.6832027985721895e-05
43280.83274474649,0.0004233032996527596
1537.5148449350122,0.0008777815504719655
34475.29144792519,0.00022737628102536842
262549.29212587106,0.13921548533046507
23862.702825851244,0.0006078083099681951
1431.7583766017433,0.00025390575721024114
228472.8494629909,0.00516987944229854
4018.7532955443094,5.06548606397535e-05
5968.462982878922,0.10256162748473087
3119.744733860247,2.359137306347712e-05
9786.90098661424,0.8598737339212275
186317.872744956,0.07264803074826723
36154.101963980575,9.853225172032549e-05
4117.596844778059,1.0656401760606445e-05
5204.61530072082,0.07183758655813989
22579.692984743266,2.34543422772605e-05
207031.97680843488,3.796166895800812e-05
1206.4303764675303,0.2067840939783949
1568.9668720799402,0.013076473382928536
24648.70632238181,0.00045132576220089434
41314.775183051206,0.0003588488911386258
31148.52773265218,0.0004225874644996167
2072.1495691376244,0.04446628955475446
93398.58876513796,0.01540945776288155
292623.689538358,0.2729378165037475
13843.950013804337,0.0022965432344634346
212244.06397669308,3.962517832572342e-05
4086.0095503144175,0.06366859160799432
37152.57277745937,0.006403036652671172
7267.982522086903,0.071587286315002
239091.0157665734,0.0029442723591496787
54048.05846079333,0.004108318894699928
80121.1644713195,0.0013731092468240284
247595.34700855045,1.3399717231179716e-05
15413.860280419805,3.463037026119181e-05
39727.07604884497,0.015207297997231809
2977.5870604972415,0.00037306104754535914
122376.31019278702,0.003490225247838251
239764.0419306732,0.3450105453613015
8918.360657786556,0.0001763847954354688
6771.945622324777,0.00013931273790066694
2643.227744092459,0.00028103296447636077
4036.890832815485,6.398916399944086e-05
3570.051800985004,0.4451314315649203
91807.39338270958,0.01468989807764881
2859.649787424546,0.22766850248686252
20939.69034682617,0.10431827200054898
70128.42337430562,8.567424667875057e-05
1779.8862783414736,0.2902652141826394
257519.7881034687,0.10894336258132199
32780.85831737688,0.30231277487962954
17917.727930941594,3.550255612313079e-05
100869.52980635916,0.001366277584135891
80170.35741335739,0.12304779330083696
3146.767715820977,0.20121155449063807
19163.245517118132,0.0035787924535023237
3066.9042500278038,0.001221954445633545
1090.9944968096688,0.00012898495377182656
47782.300026674566,3.974905761171867e-05
38211.920574275435,0.0004876136527961177
143900.02424458417,0.5182609891092003
1730.6918714490737,0.00392602543355281
156491.0379281342,0.03274121520988881
3649.520708324739,0.0006578820119123177
286543.48699360935,0.6489877132084343
41916.138332638424,0.00018151456496577568
135122.72526947604,0.0030636738485558465
8771.024811654133,0.00031944165636003626
25912.16478195521,0.00026558434508499885
291682.71457212226,1.529095945583036e-05
23866.876811862654,0.0111640473527937
11841.174901904116,0.0032613327839065578
30383.46790066658,1.8088133565708237e-05
305314.7298882443,0.00024730467210999136
10130.34281029685,0.34779988160923386
3321.121616825583,0.0001576919244719752
136786.12951986503,5.302422876684352e-05
300562.3918337676,0.002800682007731024
2004.0679173356502,0.8477196898302782
5243.5128696030015,0.00016228424432188985
2666.342709619048,0.022944454507601998
11061.760079555534,0.06428328717564116
22441.554501232265,0.00015423669834226222
176392.05135279475,0.04376044634724402
89834.41719538029,0.0006901057779813306
72909.76567139947,0.014505381415853755
11405.776044128832,0.014711215379121977
25933.522024822767,2.8278010426386133e-05
79877.85883649308,0.0004016986062226066
2392.182035741754,8.562341633595531e-05
106790.51630659234,1.599100311121484e-05
9447.39440186843,0.009004606022643077
114546.43836572603,0.02442428220115826
1617.794834779755,1.2104285107995021e-05
3346.9121377811393,0.0036346725534286807
4803.288484640152,0.01682147025803416
6883.800339119545,0.028489753426125648
84848.80500561498,0.0008583743499363283
120907.07659898512,0.4826695968786641
34511.53366617753,4.8708496102003054e-05
8240.09142133016,0.0005073781437488641
4344.433252162943,3.692900498700237e-05
1257.6739446419149,0.4202116526335311
8162.800900564539,0.24361092841799872
91093.70612400524,0.00019485346746590885
198698.3815148637,0.005970408652384318
231922.0439069823,0.0044489025380661665
98845.0010657302,0.000161905444947165
6037.547668801756,2.9208808341780907e-05
102848.25693893521,0.31775345821188267
48008.91521038381,0.014638860976621424
2152.6251382586374,0.0004956201505080833
21936.4643879978,0.0005572471719063592
24047.770225044787,0.04263619053601752
43646.02132943782,0.2725411733530406
13842.089306911781,0.07931909113857057
2148.6307161573577,2.634509839733609e-05
18520.1834800195,6.42900214221209e-05
1336.823358730402,0.31100755757274917
165848.8109883522,0.010768254179081211
6920.093918080664,3.2163086173926464e-05
7527.568069339218,1.0600050132100269e-05
182761.91954330154,0.00554203095026827
259848.56962336143,0.02880553783568839
1132.4516445624033,0.018188894230467822
151360.64725509752,0.036382798966464465
8208.301235029609,0.0001535484502415017
6991.391066268566,0.054007867012865356
2176.412297888054,0.1762451003968553
